name	ratings	date	helpful	comment
shin Eom	1	2020-12-25	0	"어플후기좀 보고 시킬걸그랫어요. 쿠팡이츠시켰다가 저녁 라면됫네요. 배달완료떴는데 음식안와서 전화했더니 배달기사연락처는 못알려주고, 재주문하거나 취소하라고.. 재주문하면 그냥 다시 첨부터 쌩으로 기다리라는건데.. 예상시간 삼십분도 못맞추고 거의 한시간만에 뜬 배달완료도 음식이 안왔는데 그럼 두시간기다려서 먹으란건가요? 배달많이시켜봤지만 배달안온건 처음이네요. 배달기사분 교육이 안되는건가요? 시스템을 바꾸시던지..천원할인쿠폰주셨는데 쓸일은없겠네요."
안혜영	5	2021-05-01	1	배달이빠르네요
이도안	5	2021-03-16	1	배달 모양이 보여서 좋아요
김씨	4	2020-12-17	1	주문전에 결제할때 결제하기 누르면 바로 결제되는거 편하다고 생각할 수도 있겠지만 저는 잘못누를까봐 조금 별로네요 ㅜㅜ계좌등록안하면 주문도 못하고... 그리고 타앱처럼 사장님들이 리뷰에 답글달아주셨으면 좋겠어요! 근데 많은 음식점들이 입점만 해놓고 열어놓진 않더라구요...
James	5	2020-12-24	1	가장 직관적인 배달앱서비스가 아닌가 싶네요.
이름	1	2021-05-25	0	배달 개느림 걍 배민이 좋을듯 빠르긴 ㅋㅋ
또잉	1	2021-05-26	0	배달하시는 분 배달요청을 제대로 들어주지 않아 피해를 봤구요 다시는 쿠팡이츠 쓸 일 없을거같네요 배달비도 너무 비싸고 앱 자체가 엉망인듯
Jenna K	1	2020-12-25	0	"라이더가 두 번이나 잠적함. 애초에 배달 의사 없었는데 밥먹는 사람+업장 엿이나 먹어봐라 하고 이동도 안하면서(지도에 다 보임) 처음엔 길을 헤매서 좀 늦는다, 네 가고 있어요~ 네 가고 있어요~ 하다가 핸드폰 끄고 잠적. 한 번은 또 잠적할까 불안해서 현황봤는데 라이더 위치가 업장 근처까지 왔길래 픽업하려나 보다안심함. 근데 갑자기 완전 멀리 가버리고 배달 완료 시간까지 잠적하고 픽업을 안 함. 라이더랑은 직접 통화가 안되는 구조(배달원 통화 누르면 쿠팡 고객센터로 연결됨)라 쿠팡이랑 업장에 전화해서 업장 사장님이 라이더한테 화내니까 그제서야 움직임(주문 1시간 지남) 두 번째 통화 때까지도 또 픽업 안해서 결국 업장도 음식 다시하고 우린 두발로 직접 픽업감. 이런 배달원들 좀 배달 못하게 해달라고 요청했는데, 쿠팡은 배달쪽 담당부서에 전달해서 시정하겠다고 했으나 달라진 점 없음. 내가 첫번째로 받아보는거면 뭐해요. 나한테 오질 않는데 요기요가 훨 빠르겠다. 핵구림."
강규오	1	2021-01-29	2	가격도 가격이지만 그래도 믿고 꾸준히 사용 했는데 최근 배달은 항상 엉뚱하게 다른데 가고 헤매고 이럴꺼면 왜 주소 입력 했는지가 의문이고 쿠팡에서는 교육이 없는건지 아니면 어플 자체가 엉뚱하게 다른곳에 배달하고 배달 완료 뜨길래 쿠팡에 전화 했더니 배달 하신 분하고 통화 해서 확인 하겠다고 해서 기다렸는데 20분뒤 통화가 안된다 죄송하다 하며 쿠폰을 주는데 누가 쓸까요? 재주문 넣어 드릴까요 그러시는데 또 시간을 버리기 아까워 취소 했는데 1시간 넘는 시간을 몇천원 할인 쿠폰하고 교환 했네요... 이번 계기로 어플 삭제 하고 다른 어플 사용 하려고 합니다.
갈릭	5	2021-05-22	0	마! 부산이 인구도 많고.어? 땅도 크고.어? 돈도 많고. 어?다했으.이노묵.. 부산 서비스 언제 할끼고?
강혬찌	1	2021-03-10	1	알수없는오류가 뭔데 도대체
석만조	5	2020-12-26	1	배송도뻐르고 아주 좋습니다
정지복	5	2020-12-19	0	배달이빠르고맛집들입니다
이복선	5	2021-04-21	1	쿠폰도 자주있어 좋네요
이광명	5	2021-05-31	0	정말유용한앱이예요~~
김소희	5	2020-12-26	1	빠르고 보기 편해요
st lee	5	2021-04-04	0	빠른배달 최고최고
eunkyoung won	5	2021-01-06	0	배달 빠르고 좋아요
송지영	5	2021-03-15	0	빨리와서 좋아요~
m.h Ki	4	2020-12-30	0	다른명의카드 결제할수 없는게 불편하네요ㅜㅜ
미교파파-MikyoPAPA	5	2021-01-06	0	깔끔한 앱 편하고 좋습니다.
송다훈	5	2021-03-22	1	너무 빠르고 따뜻하고 죻아요
최영수	5	2020-12-20	1	배달의 민족이나 요기요 대신 잘 사용하고 있어요.
최윤정	5	2020-12-25	0	주문간편하고! 빨리오고! 좋아요!!!
윤김모카	4	2021-03-25	1	빠르고 좋아요~
장연실	5	2021-02-18	0	빠르고 중간중간 알려줘서 너무 좋아요
구름이아빠	5	2020-12-25	1	배달음식도 번개배송^^
By Lee	5	2021-02-09	1	배달 빨라서 좋아요.
김성민	5	2021-05-25	0	배달엡중 젤낳은듯
Heungkyu Kim	5	2020-12-30	0	쉽고 다양하고
신승환	1	2021-05-10	0	뭐고이게?빨리갖다준다면서?광고하고다른거이거는어떻게설명할건데?(이글보고리뷰적은사람들한테사과드려라)아님고발한다
김희동	5	2021-05-06	1	뭐 별 다섯개말고 설명할길이 없네..
김진현	5	2021-01-09	0	배민 보다 배달도 빠르고 좋아요
배손떠는격수	1	2021-06-03	0	너무 느려진 쿠팡.배달이 1시간정도 걸림 비가 오는데 배달 도착시간은 점점 늘어남.이제 배민 번쩍으로 시켜야 겠네요
마마무	5	2021-01-19	1	배달 빠르고 좋아요
김선진	5	2021-01-10	1	배달 빠르고 좋아요
jh s	5	2021-01-03	1	배민보다 훨씬 빠른배달 완전 좋음
김소영	5	2021-01-03	0	빠르고 편리해요
이일	5	2021-01-18	2	배달빠르고 좋아요
대전커피김종식	5	2021-05-20	0	너무편리합니다 최고
roh cocoa	1	2021-04-11	1	치타가 여름이라 뻗었나. 무슨 치타배달이 1시간이 넘게걸리나. 내가왜 1시간넘게 기다려서 음식을 먹어야하냐고. 1시간 넘을시 중간취소기능 무조건 넣어주세요.
박선희	1	2021-03-06	0	와 진짜 별한개도 아까움..처음 몇번은 배달도 빠르고 좋아서 자주 이용했는데 저번부터 배달이 느리더니 음식은 다 식고 눅눅해져서 버리고 이번엔 다른집으로 배달되서 이리저리 전화하게 만들고 배달기사님께 전화했더니 차단이나 하고있고ㅋㅋㅋ본인들이 잘못했음에도 불구하고 지들이 재배달 안한다하고ㅋㅋㅋㅋㅋㅋ전화하지 말라하고ㅋㅋㅋㅋㅋ 돈 많이 버시나봐요....참 기분 찝찝하게 만드시네
이상헌	5	2021-04-17	1	완전 빨라 좋아요
하튭	1	2020-12-20	1	음... 좋다고 해서 깔아서 써봤는데 확실히 배달은 빠릅니다 근데 배달기사님이 매너가 진짜 없어요 요청사항에 상세히 주소 적었는디 읽지듀 않고 이상한곳으로 가시고는 요청사항 읽었냐 하니 어디어디아니에요? 말만 하더만 짜증 오지게 내고 다시 잘 찾아와서는 단한마디도 없이 음식 주고 가버림요... 이게 말이 되는건지;;; 어찌 한마디도 안하고 음식만 주고 가지
꽃미남	2	2020-12-20	1	친구한테 알려줘서 친구는 쿠폰받았는데 왜 저한테는 추천 5000원지급이 안되는거죠?
ippo ippo	5	2021-03-12	0	라이더가 한 곳만배달해서 정말 좋아요
eun J	5	2020-12-26	1	한번에 배달 몇개씩 해서 음식다식어 오는 배민버려
mania edm	4	2021-02-02	0	배송중 gps표시되는건 혁신인듯 이제 다른 배달앱은 답답해서 못쓰겠어요 업체만좀 늘려주세요 배달은 쿠팡이츠가 가장 빨라요 최고 한가지 아쉬운건 다른사람 명의카드나 법인카드 사업자카드는 결제가 안되는건지 못찾는건지 좀 아쉽네요 만나서 결재가 안되어 지역화페도 못쓰고.. (일반인이 배달하기때문에 만나서 결재 할수없는부분은 이해함 하지만 아쉬운건 아쉬운거 이세상에 없는 새로운것들을 만들어내는 쿠팡이기에 또다른 새로운 방법을 기대해봅니다) 결재부분은 좀 더 사용자의 편의를 생각해주었으면 좋겠어요
이가연	5	2020-12-31	1	배달빠르고 좋아요
신짱아	1	2021-02-14	0	진짜 개짜증나네 알람쓰는데도 이거떠서 어이가없다 . 니네 이럴돈있으면 직원 월급올려줘라 진심으로 부탁드리겠습니다. 최저에서 20만원만올려주세요
coffee love	5	2021-03-26	1	배달 빨라서 애용해요~^^
한시화	5	2021-01-13	1	배달비두저렴하고좋아요
DY ou	5	2021-03-22	1	빠르고 우수함 타사쓰다가 배달 묶음배송때문에 매번 1시간기다리다 이제 시간도 줄어서 행복해요 우리집 음식이 다른집 가있는 배송실수또한 없음 ! 아주좋음????
Baek KIM	5	2021-03-23	2	배송하는거 보여서 좋음
찐???	5	2021-04-04	0	세상 참 좋아졌습니다.
남자정태현	5	2021-04-10	0	빠른배달 좋아요
이유용	5	2020-12-25	1	진짜 배달최고네요 너무조음
정규성	5	2021-03-05	0	빠르고 편한 사용
특허법률사무소TPA	5	2021-02-21	0	"배민이랑 비슷합니다. 더 싸지도 않고, 비싸지도 않고..."
이다인	1	2021-05-22	1	라이더 따라서 천차만별이에요 잘 못 걸리면 어디 배달하는 지 몰라서 주문자에게 어디냐고 전화하는데 부담스러워요 전문 라이더분이 아니라 초보자 분은 가까운길 나두고 멀리 돌아가는 길로 가서 답답한데 정황설명을 처음이라고 언질하더라고요 소비자가 배달앱쓰는 건 간편하고 쉽기 때문인데요. 오히려 주문자가 부담되야 하고 불편스러워야해야하나요.
black tom	5	2021-01-03	1	배민보다 훨씬 빠르고 배달음식도 맛있음
이진중	5	2021-03-24	1	깔끔하고편함
조정하	5	2021-02-17	0	배달범위도 넓고 빨라요
지오	5	2021-03-23	2	배달어플 이제 거의 이것만씀
송민	5	2021-06-09	0	요즘은 이게 짱 디른앱들은 하락세 라는게 느껴짐
tony kim	5	2020-12-31	1	배송 빠르고 좋아요
정영채	5	2020-12-18	1	쿠팡이츠대박 정말빠르고 좋네요
정석훈	2	2021-05-23	0	리뷰 강요하는 알람 진심 짜증남...
And hit go	5	2020-12-24	1	빠른게 경쟁력임...딴데는 속터짐
최짱 킹	5	2021-02-02	1	쿠팡을 엄청 좋아하는데 쿠팡이츠도 그럴것 같네요.
전미희	5	2021-02-25	1	배달상황을 볼수있어 좋아요 빨라요~~
정진영	5	2021-01-06	0	배달이 엄청 빠름 이제 여기 아니면 못시킴
Dowoon MOON	5	2021-01-13	1	다른 타사 어플 대피 빠름! 리얼리
김창식	5	2020-12-31	1	할인도많이되고 빨라요
Peter James	1	2021-04-13	0	편의성 좋은것을 같이 일하는 동료 피를 쪼아서 이룬기업
송영완	5	2021-03-06	0	빠르고정확한배달앱
무스비	5	2021-03-21	2	빠른배달 넓은범위 굿
김창우	5	2021-05-29	0	빠르고 조아효!
잉여특공대 강수형 넘 좋아	5	2021-01-04	1	배송 빠르고 좋아요
이기진	4	2021-04-30	1	쿠폰이 왜 만료된거죠
Trump Donald	1	2021-04-30	0	요기요나 배민에 비해 첫주문 할인이 너무 없네요 그리고 가게 영업시간 아직 안끝났는데 왜 표시에는 불꺼져서 영업 안하는걸로 뜨는거임? 보기 순서도 주문많은순 이런건 없고 UI가 너무 불편...
땡그리	5	2021-03-07	0	빠르고 좋음 대박 빠름!!!!
로장	3	2021-04-11	0	이거 업데이트 하려니까 앱 몇 개씩 잡아먹고 깔리질 않아요 된다고 떴는데 막상 누르면 오류만... 계속 지우다가 폰에 이것만 남을 듯
스파르타쿠스	5	2021-05-29	0	항삼 잘 사용하고 있습니다
BIG BRUSH	5	2021-03-26	1	배민보다 편리합니다
손혜경	5	2021-04-18	1	배달은 역시 쿠팡이츠죠
오정민	1	2021-01-31	0	배달을 시켰는데 상세주소 확인하지않고 배달이 잘못되고 재배달조차 또 잘못된주소로 가서 두시간동안 배달음식 먹지도 못하고 취소 ㅜㅜ ~~ 나중에 다시한번 사용하라며 1000점 포인트 주는건 뭐죠? 장난인거죠 ㅜㅜ 기존에 배달 잘하는 앱 쓰는게 나을것같아요
이효진	3	2021-03-08	2	픽업도 가능 했으면 좋겠어요
권혁민	5	2021-03-17	1	배달 빠르고 좋아요^^
설아티비	3	2020-12-28	1	배민에 있는 메뉴가 여기에 없는 경우가 있어요
D9	5	2021-05-30	0	좋아요 꼭 쓰세요
손일수	5	2021-01-17	1	배달이 제 시간에 잘 와요
남상문	5	2021-01-09	0	배달어플 중에 ui가 제일 이쁜거 같아요
김남미	5	2021-01-09	0	배달 배민보다빠르고 좋아요
스피드박	5	2020-12-30	0	배송이 가장 큰장점 따라갈수없음
지니지	5	2021-03-06	0	배달이 너무 빨라서 좋음
lo vey	1	2021-01-11	0	"체계적x 소비자 현혹시키는 광고와 잘못올라간 메뉴, 교육도 제대로안되어있고 문제해결이 잘안됨..문제가없으면모름. 문제가 생기면 쿠팡쪽에서 얼마나 일을 부실하게 하는지 알게됨, 사용자 기만 ㅎ.... 이제 쿠팡절대 안씀"
이상원	5	2021-01-14	2	다른 배달 어플에 비해 사용성아 좋음
털보	5	2021-04-03	1	1인 1음식이라 좋네요
김민경	5	2021-02-01	0	"배달도 빠르고 따듯한 음식을 가게에서 시켜먹을 때처럼 따듯하게 먹을 수 있어서 좋네요~ 다만, 최종 주문 전에 가게 사장님께 요청사항을 적을 수 있으면 더 좋을 것 같아요 예) 샐러드 소스 빼주세요~"
전가빈	5	2021-02-12	0	배달앱중 최고에요 역시.쿠팡
김정우	1	2020-12-18	0	지금 점심을 시키기위해 기존주소로 음식을 시켰지만 해당주소를 찾을수없다고하네요 As문의하니 주소맞는게. 맞다고 스크린캡쳐를 부탁한다고 참고참고들어주니 5시에 해결준다고합니다 지난번에도 배달파트너가 엉뚱한주소에 음식을 배달해 사과하더니 이건정말 아닌것같아 피드백남깁니다!
김성진	2	2021-01-31	0	리뷰혜택은 없고 첫주문쿠폰 사용설명이 없어서 첫주문 쿠폰도 머리를 굴려서 써야함..쿠폰사용 주의점 유의점 언급이 전혀없음. 가급적 비싼 음식 아닌데다 젤 큰 쿠폰을 써야함. 정말 무심코 첫주문 넣으면 나머지 정말 꽝됩니다.
이한주	1	2021-04-04	1	한집배송? 쌀국수시키는데 차로 한시간걸려오드니 면불어서 못먹겠다하니 사진보내라고 보내니 사진상으로 면불은게 안보여서 환불안된다? 애기자니깐 벨누르지말래도 굳이 벨누르고 개나 소나 다배달하니 요청사항은 싹다무시하구 배민 3군데 묶어와도 니네 차배송보단 빨리오겠다
썬플라워	5	2021-02-01	2	요기요 배민 긴장하세요. 쿠팡은 사랑입니다.
심연우	5	2021-03-01	1	배달빠르고.뜨겁게 배달되어 만족해요
Steven Kim	1	2021-04-09	3	금요일 이시간에 시스템오류가 나면 어쩌라는거죠?? 지난주부터 계속 오류뜨는데 관리 똑바로하시길요 너무 짜증나요
김지예	5	2021-03-01	0	배달 앱 중 제일 좋아요.
Heesu Lee	1	2020-12-13	93	"아니 왜 배달완료되면 배달기사님한테 연락 못하게하나요? 배달 안됐는데 완료라 뜨고, 식당에선 나몰라라 하고 쿠팡이츠 고객센터는 10분 넘도록 연락안되고. 정말 최악입니다. 배달 중에만 연락이 가능한게 무슨 소용인가요? 기사님한테 전화가 필요할때는 정작 배달 완료되고 문제가 생겼을 때인데. 완료라 뜨고 적어도 10분정도는 배달파트너한테 필요함 연락을 할 수 있게 해야하지 않나요? 유저 프렌들리하지 않아요."
패러디 유튜버의음악&만화 패러디 채널	4	2021-03-29	0	배송 짱 빨라요
김미경	5	2021-03-02	1	배달이 빨라서 좋아요
별여우	5	2021-01-06	1	편하고 넘 좋아요
김세희	5	2021-01-15	1	인근 맛집 찾을 수 있어 좋네요
이푸른나무	5	2021-05-25	0	안좋은게 없네요
奎奎	1	2021-02-28	4	뭔 버거대란 이벤트하는데 주변 햄버거집 전부 사용불가임ㅋㅋㅋㅋ 왜안되나했네 제외매장 적어놓기라도 하던가
김준기	5	2021-02-22	0	배달이 빨라서 좋아요
김수정	5	2021-06-05	0	다른 배달어플에 비해 할인이벤트도 많이하고 무엇보다 친절하고 편리해서 좋네요 ^^
무무용	1	2021-01-03	0	머 지방은 하나도 없고 무슨할인에 쿠폰을ㅠ 별 쓰잘데기 없는 어플이네
박진한	1	2021-02-24	0	주문하기 누르고 결제버튼을 누르지도 않았는데 바로 결제되고 주문이 되어버려서 어이가 없네요. 주문을 취소하려고 상담사분한테 전화는 했지만 이미 주문을 받으신 식당 사장님한테 폐 끼쳐드리고 싶지 않아서 그냥 먹습니다...
박윤미	5	2020-12-31	1	배달현항을 예측할 수 있어 좋아요
함상욱	1	2021-04-09	3	쿠팡 문제로 원래 배달시간 40분에서 2시간 넘게 걸려서 왔는데 취소하려니 쿠팡 문제라 가게는 죄가 없고 쿠팡 고객센터는 전화도 안받고 이게 뭐하는 짓인지 모르겠습니다
최용준	5	2021-02-07	1	빠른배달이 좋아요
장연서	5	2021-04-24	1	배달오는 모습이 보여서 넘나조아요 *달의민족은 언제 오는지 답답
신코코돼지	5	2021-01-30	2	배달 빨라서 좋습니다
김재필	5	2021-04-16	1	너무 좋아요~근데 이벤트??가 별로없네요
강동기	5	2021-01-25	2	이츠 최고에요 다른곳보다 종류도 많고 총알배송 진짜 짱이에요
Yong	5	2021-04-29	1	쿠팡이츠 점점 발달되는듯
소둥이	5	2021-02-20	1	배달 시간 단축의 신세계를 경험하세요.
Cheyenne Ryu	5	2021-02-19	0	배달이 빨라서 좋아요
??	1	2021-03-20	0	이거 쓸거면 배민 쓰는게 나아요.. 빠른배달 강조하는데 배민 배달시간이랑 다를게 없어요. 5000원쿠폰 준다길래 설치했는데 아직 가게도 많이없고 리뷰도 적어서 수량이랑 배달팁 맞추다보면 쿠폰 무쓸모
율미	5	2021-01-16	1	화면이 직관적 입니다
KH M	5	2021-05-20	0	갈아탔오요 최강!
SW L	5	2021-03-05	1	1주문 1배달 진작 했어야 할 일을 쿠팡이 해 냈군요.
Hyejin Son	5	2021-03-20	1	빠르고 좋아요!!!
U tube	1	2021-03-22	0	간단히해라~좀 사고 할인받아야 또 돈더들어가는 느낌
김한량	5	2021-04-10	0	결제편하고 빨라요
한상윤	5	2021-03-19	0	배달 너무 훌륭하고
유지인	5	2021-06-07	0	빨라서좋아요
JEONGWON MOON	1	2020-12-29	0	로그인을 왜 쿠팡앱으로만 해야하는거죠?쿠팡 안쓰는 사람들은 배달앱 쓰지 말라는거죠? 쿠팡 끼워팔기네요.
콩콩	1	2021-04-11	0	경기도 양평군 추가바람
노란집	5	2021-01-19	1	진짜 빨리 와서 좋아요.
도상현	3	2021-05-10	0	깔끔한 것은 좋으나 결제할 때 쿠팡페이로만 결제가 되네요. 그리고 결제 전 보안을 위해 비밀번호나 지문인식 만듭시다.
박정혜	5	2021-03-22	1	빠르고 좋아요~^^
안영윤	5	2020-12-13	160	매장에서 따로 배달대행 업체를 이용하는 타 주문앱에 비해 1인 1배달 시스템으로 확실히 빠릅니다. 주문앱 중 최고라고 생각해요. 이상은 앱에 대한 평가..... 쿠팡와우 회원으로 아주 빠르고 저렴하게 배송 받고 있긴한데 이게 쿠팡과 자회사(또는 용역업체?)의 (임?)직원 분들의 건강과 맞바꾼 편리함이라는게 죄송하고 감사합니다. 소비자로서는 쿠팡 참 좋은데.. 올해 너무 사건이 많죠.
겜용	1	2021-05-01	0	카트 알림 암걸림. 개짜증 유발
곽수민	1	2021-01-25	1	최소주문금액이 아니라 소액주문(예를들어 최소주문금액이 7000원일때 7000원 맞추면 소액주문이 12000원이라고 그냥 12000원 결제됨)이라고 그냥 돈 뜯어가는 쓰레기 어플ㅋㅋ 차라리 요기요가 나은듯;;;
Seung Jin Kim	1	2021-01-16	0	기사들이 다들 너무 개념없음
뉴??	1	2021-03-07	2	고객센터 연결도 잘 안되고 속터져서 삭제해요^^ 그냥 배민 써야징^^배달되지도 않았는데 배달완료뜸> 고객센터는 연결도 안되고 속 터져서 가게로 전화> 배달기사 실수로 완료뜬거라고 내 전화번호를 기사한테 알려줬으니 기다리라고해서 기다려도 전화안옴>또 전화하니 나보고 기사한테 전화하라함ㅋ 황당해서 고객센터에 따지니ㅋㅋ개인정보땜에 그렇다는데 아니 애초에 내 정보를 전달해서 기사가 배달해주는건아닌가? 결국 배달은 못 받았고 처리결과 문자로 십분내에 준다더니ㅋ 오지도않아서 전화요청 3번만에 전화 받음 이 모든일이 2시간정도 걸림 나는 배만 쫄쫄 굶고 스트레스는 스트레스대로 받고 무슨 보상으로3천원쿠폰준다함ㅋㅋ됐어요 진짜^^ㅗ
권소리	5	2021-04-28	1	솔직하게 어떤다른앱보다 최고임
백승아	5	2021-02-19	0	최고다 한집배달. 개빠름
Eun Lee	5	2021-04-12	1	맛집이 많아요~~^^
ddd3 ddd	5	2021-02-04	1	배달의민족 요기요 개그튼것들 이제 니들필요없다. 진짜가 나타났다 그냥 팡팡팡 쿠팡이 갓이다
강쭈니	5	2021-02-02	1	사용하기편리하고 좋아요~
김기우	5	2021-01-10	1	배달빠르고 좋네요
느르릉	5	2021-03-04	1	굿굿 무료배달도많고 배달도빨라요
윤정란	4	2021-01-06	0	좋은데 검색했던 주소 지우게 해주시면 안 되나요???
쭈니	5	2021-02-18	0	잘쓰고있어요-^^요즘 쿠팡잇츠만 사용해요ㅎ
박태열	5	2021-01-26	1	한번사용후 배민거리고 이앱만사용중 배달개빠름
이성훈	1	2021-04-09	4	동시에 몇개를 배달하는거야 내껀 언제와
이승현	5	2021-02-11	0	정말로빠르게배딜해주시네요
Jooyoung U	5	2021-03-07	0	역시 쿠팡 ~!! 넘 만족하면서 쓰고 있어요
rebecca son	1	2021-03-01	2	주문하고 30분넘게 기다렸는데 쿠팡에서 배달원 지정을 안해줘서 가게에서 전화왔네요 이게 뭐하는건지...
방수영	1	2020-12-15	139	"ㅎ 리뷰가 이런데는 이유가 있었네요 겪어보니 알겠습니다. 인터폰? 연락했는데 제가못들은걸수도 있어요. 전화는 받았는데 왜 말도없이 끊으시고 공동현관에 두고가셨는지 모르겠네요. 제가 전화온것만 보고 공동현관에 두고가시는걸 예측까지 해야되는건가요? 그리고, 사진을 찍었으면 어플에서라도 볼수있게 만드시던가요. 물론 개인정보 보호하겠다고 배달기사님이 연락을 직접적으로 못주시는건 알겠는데 그러면 그에따른 대응방안을 만들던가 하셔야죠;; 고객은 배달시킨게 안와서 하염없이 기다리고 있는데 당신들은 공동현관에뒀고 핸드폰으로 전화한번 해봤으니까 본인들에게는 책임이 없다? 너무 무책임하신거 아닌가요? 배달비를 받는만큼 본인이 해야되는 배달에는 책임이 있다고 보는데 이건 무슨 니네집 근처에뒀으니 찾아봐라 이것도 아니고...... 인터폰 하고 전화 한번해보고 안된다고 공동현관에 두고가시는거 수정됐으면 좋겠네요. 배달업체는 배달을 고객에게 갖다주라고 있는거에요. 아무데나 두고 가라고 있는게 아니라요."
HyoJeong Ahn	5	2021-01-15	1	배민보다 훨 빠르고 배달상황도 나와서 좋아요
PIN	1	2020-12-13	37	다시는 안씀. 주문 누락됐는데 연락도 제대로 안 됨. 특히 라이더가 누락한건지 매장에서 누락된건지도 불분명함. 주문자체도 빼달란것도 제대로 안빼줘서 힘들었음. 후기도 매장에서 제대로 확인 안하는듯...
박상연	1	2021-04-23	0	솔직히 시골에서도 쓸수 있을거 같아서 다운받아는데 기존 배달 앱이랑 틀리지 않으면 나올 필요 없는거 아님 이거 쓰는니 배민 쓰는게 낳은듯
성이름	5	2020-12-27	1	배달빠르고 좋네요
정나영	5	2020-12-30	1	자세히안내되는 시스템이 만족스럽습니다
하상욱	5	2021-06-03	0	그냥 써보면 압니다
채윤	1	2021-02-05	1	요기요나 배민이랑 배달가격 차이가 두배가 넘어요 ㅋㅋ
Heejin Gim	5	2021-02-22	0	리뷰 보기 기능이 추가되어서 좋아요
지문경	1	2021-04-09	3	현재 전산마비 인듯 음식갖고도 주소가안나와서 못가는중 ㅡㅡ업주사장님들도 소비자 배달주소를모르니 완전멘붕 상담전화하니깐 지금전화를받을수없다고 아주단호하게 끊어짐ㅋㅋ
불곰	5	2021-01-24	0	배달의 새로운 시재이 될거 같습니다
장진희	5	2021-03-13	1	선택하기도 좋고 편해요
신경연	5	2021-01-06	0	쿠팡이츠 빠르고 넘 좋아요~
Soul Naong	5	2020-12-31	1	쿠폰도 가격도 착하네요 굿
ayo Jo	5	2021-04-06	1	역시 빠르네요~~^^
8993강지로	5	2021-02-28	1	너무 좋네요 요즘 계속 이용중 ㅎㅎ
Juseong Han	5	2021-03-23	1	빠른 배달 좋아요 다만 직접 픽업도 추가해주면 좋겠어요 집 바로 앞인데 이츠에 직접 픽업이 없어서 배민으로 주문했네요
Sj Lee	5	2021-02-09	1	배달이 빨라서 좋네여
PITER JU	1	2021-03-08	1	심지어 한곳만 간다더니 다른가게 들렷다 오는거 봄
y e v -	5	2021-04-02	1	배송빠름빠름
폴의그림그리기	5	2021-05-31	0	바보메롱똥꾸빵꾸 (그냥 좋다는 뜻임)
KC Sun	5	2021-01-24	0	첫주문 할인쿠폰 쓴적없는데... 썼다고 나오네요;;;;
erin shin	5	2021-01-04	1	너무 편하고 식지않게 와서 감동입니다. 고마워요 쿠팡
신민경	5	2021-02-21	0	배달시간이 짧아좋아요
달구름속에 있고싶은	3	2021-02-28	1	배민보다 좋기를...갑질하는 배민을 대신할수 있기를....
Insane Choi	5	2021-02-26	1	타 어플보다 부족한건 없고 최고입니다
mw j	5	2021-04-25	1	실시간 볼수 있어서 좋아요.코로나 비대면 배달 한단계 업 시켜준 현관 인샷 매우매우 만족합니다.
신은희	5	2021-03-24	2	배달이 빨라서 좋음
SOOJEONG CHO	1	2021-04-03	1	배민 요기요랑 비교할 때 뭐가 나은지 모르겠음. 배달 서비스는 내 경험상 최악이었고 cs 응대도 별로였음
이문현	5	2021-01-01	1	주문한 음식 식지 않고 빠르게 배달 되서 맛나게 잘 먹음 역쉬 쿠팡 로켓 치타 1건 1배달 베리굿
오기	5	2020-12-20	1	여러곳에서 배달 되니까 좋아요
신바람	5	2021-01-24	1	좋네요 배민을 앞지를 수 있는 유일한 배달앱
handsome tree	5	2021-06-03	0	편하고 빨라요
장은주	1	2021-04-09	3	처음 시켰는데 오류나서 주문이 늦어져서 다 식어빠졌고 빠르다면서 더 늘어졌네요 이제 안쓸것 같네요.
jena seol	5	2021-02-08	1	치타배달 넘 빠르고 좋아요~~
윤태석	5	2021-04-14	1	배민에서 쿠팡이츠로 넘어가는중..
lee eric	1	2020-12-27	0	로그인이 쿠팡앱뿐이 안되네요 그지같네요
뽕	5	2021-01-11	0	타 업체보다 훨씬 빠르고 정확함..
김민준	5	2021-02-21	1	배달이 빨라서 배달중독 되네요ㅋㅋㅋ
jin-kyung koo	4	2020-12-24	1	확실히 전부는 아니지만 배달원분들이 대체로 배민보다 빠르기도 하고 친절하심. 근데 입점 가게들이 더 많아지고 좀 늦게까지 했음 좋겠어요~ 야식을 시켜먹기는 너무 이른 시간에 닫아서 아쉬움.
빠루	5	2021-04-26	1	배달앱 끝!
이찬호	1	2020-12-16	34	예상시간보다 +20분잡으세요 진짜느려요 게다가 자동차로 배달하시는분들 많아서 진짜 느립니다.. 한번은 시켰는데 40분을기다리다 가맹점측 사정으로 취소되었다고 전화오더니 재주문 해드릴까요?ㅋㅋㅋㅋㅋ 그날 점심 그냥 안먹었습니다 늦어서 1000원짜리 쿠폰 한장 딸랑 던져주던데 진정성있는 사과를 하든가 고객을 거지로봅니까
김미소	5	2021-03-16	0	배달진짜짱빠름 최고!
인해윤	5	2021-05-19	0	세상빠름 너무좋음
푸른하뉴	5	2021-01-24	1	잘먹고 돈 잘쓰고있습니다
Wonchel Baik	1	2021-06-02	1	배째라는 배달의 기본 미달
ang s	1	2021-04-14	0	이거쓸바에 무조건 요기요나 배민씁니다.. 요기요나 배민은 배달비 5000원 넘어가는거 없습니다.. 여기는 배달비 더럽게 비쌉니다. 최소주문이 쿠폰 적용하면 안되는게 진짜 괘씸하네요. 너무 얄미워서 안씁니다.
